"document_id","source_url","source_name","author_name","author_handle","author_bio","title","excerpt","published_at","country","platform","source_group_silver","author_identity_silver","communication_intent_silver","publication_archetype_silver","evidence_class_silver","authority_level_silver","evidence_role_silver","commercial_intent_silver","is_promotional_silver","is_secondary_voice_silver","medical_aesthetics_relevance_silver","theme_ids_silver","classification_confidence","ontology_confidence","evidence_quality_score","evidence_quality_band","review_priority","label_version","label_rationale","human_author_identity_gold","human_communication_intent_gold","human_publication_archetype_gold","human_evidence_class_gold","human_commercial_intent_gold","human_is_promotional_gold","human_medical_aesthetics_relevance_gold","reviewer_confidence","reviewer_id","adjudication_status","notes"
"""""""N5dmQOhgm0UEwllcg5GmKm9GDDc""""""","https://www.berkshireeagle.com/online_features/press_releases/5-signs-it-s-time-to-visit-an-aesthetics-clinic-in-garden-city-for-a/article_b8d82cf1-fccf-5a45-9341-33a28c50d30a.html","The Berkshire Eagle","","","","5 Signs It’s Time to Visit an Aesthetics Clinic in Garden City for a Skin Refresh","... most patients. About Zoyya Anti-Aging & Aesthetics Zoyya Anti-Aging & Aesthetics is a physician-led aesthetics clinic in Garden City ...","2026-05-02T13:05","United States","online news","company","brand","brand_announcement","press_release","corporate_pr","commercial","commercial_signal","none","yes","no","theme_supported","provider_led_trust","0.77","0.82","19","very_low","low","medical_aesthetics_silver_v1","Domain rule: URL press-release path | No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | Publication is classified as a press release | No validated research indicators | Press release establishes announcement intent","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1773280527000_lXk6Usyh-2EHSq-GTpLV3bvnQWkA""""""","https://twitter.com/Sharonzhaoplla/statuses/2031911921918886373","Twitter","Sharon zhao","@sharonzhaoplla","","","misunderstand PLLA fillers. 3 common myths: ❌ Instant volume ❌One treatment is enough ❌Only for facial wrinkles PLLA actually works as a collagen biostimulator, gradually restoring volume and improving skin quality. Understanding PLLA = better results. #PLLAfiller https://t.co/","2026-03-11T21:55","","social network","provider_hcp","provider","thought_leadership","provider_social_post","provider_conversation","professional","professional_interpretation","none","no","no","theme_supported","skin_quality_over_volume|collagen_biostimulation","0.67","0.68","97","very_high","medium","medical_aesthetics_silver_v1","Domain rule: twitter.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""Sf6_Z5MUviJVJCkE5vwtr-sXSBQ""""""","https://ie.pinterest.com/pin/471400286020638044/","Pinterest","May Gb","maygdl12","","Hailey Bieber called it “undeniable” — and now everyone’s talking about it🤩 Microneedling with Salmon DNA is the ultimate glow treatment that boosts collagen while infusing skin withDNA extracts known for their healing and hydration powers🐟✨ Here’s why clients (and celebs) can’t get enough: 🍃Repairs + hydrates at a cellular level 🍃Smooths texture + evens tone 🍃Boosts collagen for long-term skin rejuvenation 🍃Leaves skin plump, radiant, and glassy Over time, your skin becomes firmer, health...","Hailey Bieber called it “undeniable” — and now everyone’s talking about it🤩 Microneedling with Salmon DNA is the ultimate glow treatment that boosts collagen while infusing skin withDNA extracts known for their healing and hydration powers🐟✨ Here’s why clients (and celebs) can’","2026-01-13T07:57","","social network","other","influencer","commercial_review","influencer_social_post","influencer_content","commercial","commercial_signal","none","yes","no","theme_supported","skin_quality_over_volume|collagen_biostimulation","0.59","0.67","31","very_low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Influencer signal: celebs","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""li_pjoA9cxBF9GGhafdMTcHng1qwCE""""""","https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7463614658667642881","LinkedIn","","","","","-AGE & LONGEVITY Magazine #62 🇬🇧🔬 Aesthetics is entering the era of regenerative biology In this article, Benoit Chardon, global expert in medical aesthetics and jury member of the IMCAS Innovation Awards, presents his “Top 10” future-of-aesthetics innovations. Beyond volume","2026-05-22T11:40","","social network","company","brand","brand_announcement","brand_social_post","corporate_pr","commercial","commercial_signal","none","yes","no","theme_supported","regenerative_biology|provider_led_trust","0.71","0.76","19","very_low","medium","medical_aesthetics_silver_v1","Domain rule: linkedin.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | No reliable author-voice classification | No validated research indicators | Brand signal: global","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt--MoDsxdXckU""""""","https://www.youtube.com/watch?v=-MoDsxdXckU","Youtube","The Soulz Wellness","","","Vampire Facial (Face PRP) in Nagpur | Skin Rejuvenation Treatment | The Soulz Wellness Clinic","Facial Nagpur, Face PRP treatment, PRP facial benefits, skin rejuvenation therapy, PRP for glowing skin, acne scar treatment PRP, anti aging facial India, PRP therapy Nagpur, best skin clinic Nagpur, platelet rich plasma facial, cosmetic treatment Nagpur, PRP facial cost India","2026-04-25T02:26","","social network","company","clinic","clinic_promotion","promotional_video","clinic_marketing","commercial","commercial_signal","none","yes","no","theme_supported","regenerative_biology","0.71","0.76","15","very_low","medium","medical_aesthetics_silver_v1","Domain rule: youtube.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""cMeUguuJfsmZPkD61LwPSZBN93U""""""","https://www.teknoscienze.com/new-study-results-for-longevity-skin-care-concepts-from-clr/","TKS Publisher - Teknoscienze","","","","NEW STUDY RESULTS FOR LONGEVITY SKIN CARE CONCEPTS FROM CLR","... production of key structural proteins and supporting optimal skin regeneration. New in vivo data confirm visibly firmer skin and fewer ...","2026-01-27T09:52","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.78","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1771974423000_GK3uhQWPv0C-JyxInLEzCgcr3wIA""""""","https://twitter.com/pythagorashel/statuses/2026433721721827523","Twitter","hael ⋆˚☆˖°","@pythagorashel","","","RT @lovefdks: facial DNA Salmon ini udah include deep cleansing, gentle exfoliation, sampe serum PDRN + serum DNA Salmon abis itu kulit langsung kerasa halus, bersih, ada instant glow yg keliatan banget. and the best part??? hampir ga ada downtime, jadi bisa lanjut aktivitas.","2026-02-24T18:07","Indonesia","social network","provider_hcp","provider","unknown","social_repost","provider_conversation","professional","noise_or_low_trust","none","no","yes","theme_supported","regenerative_biology","0.60","0.57","96","very_high","high","medical_aesthetics_silver_v1","Domain rule: twitter.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: do","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1781190383000_j6Q29FXmCuob0M88AOSbPxCk7EEA""""""","https://x.com/PrannoyRoy7749/status/2065088258854518830","Twitter","Prannoy Roy","@prannoyroy7749","","","RT @DeKoderAI: What do GLP-1 medications, skin longevity, sunscreen, and modern wellness trends have in common? In an upcoming episode of DeKoder Conversations, Dr. Kiran Sethi, a Skin Longevity and Lifestyle Medicine physician based in New York and now practicing in Delhi, joins","2026-06-11T11:06","","social network","provider_hcp","provider","unknown","social_repost","provider_conversation","professional","noise_or_low_trust","none","no","yes","theme_supported","provider_led_trust","0.63","0.63","96","very_high","high","medical_aesthetics_silver_v1","Domain rule: x.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: do","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""PVpExZ7RNJ31T9kMyEwDS4yXoQA""""""","https://www.stocktitan.net/news/CLGN/coll-plant-targets-new-aesthetic-market-driven-by-glp-1-weight-loss-syzqgzgndyk7.html","Stock Titan","","","","CollPlant Targets New Aesthetic Market Driven by GLP-1 Weight-Loss Treatments","... address this emerging clinical and aesthetic need. Development Status and Strategic Vision CollPlant is advancing its photocurable filler ...","2026-02-17T07:00","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.77","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""fewBf4Z9FmUkHoQshPKrBZ0XOHo""""""","https://www.kashmirbreakingnews.com/news/nykaa-strengthens-its-korean-beauty-portfolio-with-the-launch-of-viral-skincare-sensation-medicube20260220140701/","Kashmir Breaking News","","","","Nykaa Strengthens Its Korean Beauty Portfolio with the Launch of Viral Skincare Sensation, medicube","... medicube, a brand that has redefined results-led skincare globally. Celebrated for its clinically proven formulations, medicube has set new ...","2026-02-20T04:27","India","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.77","29","very_low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | Research language appears without validated research-source metadata | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""OVM-bX4lAEOE54maTaE4ngLN06E""""""","https://pr.hollistontownnews.com/article/Aramore-Featured-in-Forbes-for-Pioneering-NAD-Innovation-in-Beauty?storyId=69986059f3b9ec0450c8cdf7","Holliston - Local Town Pages","","","","Aramore Featured in Forbes for Pioneering NAD+ Innovation in Beauty","... skincare brand gains national recognition for bringing cellular longevity research to the forefront of the beauty industry BEVERLY, Mass. ...","2026-02-20T08:37","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.78","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""mu0mR12xCCtZC9etL-KqSCGIor8""""""","https://pr.territorialdispatch.com/article/Revision-Skincarer-DEJ-Daily-Boosting-Serumtm-Wins-Advanced-Clinical-Beauty-andamp-Performance-Category-at-the-2025-2026-Beauty-andamp-Longevity-CHOICE-Awards?storyId=6998d7e1f3b9ec0450c8cfe0","Territorial Dispatch","","","","Revision Skincare® DEJ Daily Boosting Serum™ Wins Advanced Clinical Beauty & Performance Category at the 2025-2026 Beauty & Longevity CHOICE Awards","... demand for longevity‑focused, clinically validated skincare solutions. About the Beauty & Longevity CHOICE Awards The Beauty & Longevity ...","2026-02-20T17:25","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1773139675000_XwMykatulmv6p8I8erFDw7U8_mcA""""""","https://twitter.com/LuxxLuxx11/statuses/2031321145790837129","Twitter","Luxx Luxx","@luxxluxx11","","","to the celebration. Beyond the performance, BamBam introduced the innovation behind Srichand’s latest skincare line, the SRICHAND IN-SKIN Phyto Camellia PDRN Series. The collection features Vegan PDRN, a DNA extract derived from 100% natural camellia flowers. Developed using","2026-03-10T06:47","","social network","provider_hcp","provider","unknown","social_repost","provider_conversation","professional","noise_or_low_trust","none","no","yes","theme_supported","regenerative_biology","0.60","0.57","96","very_high","high","medical_aesthetics_silver_v1","Domain rule: twitter.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: do","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""hEwyvYH34KO_Dmw3cnLyG8q8ce0""""""","https://wordpress1672848.home.pl/-raporty-tematyczne/od-smart-skincare-do-soft-sculpt-–-marka-aa-odczytuje-trendy,-zachowujac-wlasne-dna","Wirtualne Kosmetyki","","","","Od smart skincare do soft sculpt – marka AA odczytuje trendy, zachowując własne DNA","... Jednym z najgłośniejszych składników ostatnich miesięcy pozostaje PDRN, wpisujący się zarówno w trend longevity, jak i popularny dziś ...","2026-05-27T10:32","Poland","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","regenerative_biology","0.67","0.75","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains first-person language | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""MPgyM_nGYKG_ovExPpNyLUdKlvs""""""","https://virginiaininsider.us/press-release/2026-05-01/32419/lemonbottle-concludes-face-body-2026-secures-latin-america-foothold","virginiaininsider","","","","LemonBottle Concludes FACE & BODY 2026, Secures Latin America Foothold","... techniques to expected results, reflecting growing interest in clinically driven aesthetic solutions. In particular, there was strong ...","2026-05-01T00:00","United States","online news","company","brand","brand_announcement","press_release","corporate_pr","commercial","commercial_signal","none","yes","no","profile_supported_needs_review","","0.79","0.84","19","very_low","low","medical_aesthetics_silver_v1","Domain rule: URL press-release path | No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | Publication is classified as a press release | No validated research indicators | Press release establishes announcement intent","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""wFOAB7DzuDe2vQxlhakGx84W_x4""""""","https://ie.pinterest.com/pin/999588079810627662/","Pinterest","18814107596","0b9d0agcrc303syaqp0pxxm11uikw7","","Your skin follows a rhythm that existed long before any skincare routine. Around 11 PM, your body naturally slows down and enters its repair state. During deep sleep, skin regeneration becomes more active, and melatonin helps reduce the stress your skin accumulates during the day. This is the time when collagen is supported and skin recovery happens on its own. The skin barrier slightly adjusts to allow these natural processes. This isn’t a trend or a skincare tip. It’s simply how the body works. Take care of your skin during the day. Let it restore itself at night. And don’t interrupt a process that already knows what to do.","Your skin follows a rhythm that existed long before any skincare routine. Around 11 PM, your body naturally slows down and enters its repair state. During deep sleep, skin regeneration becomes more active, and melatonin helps reduce the stress your skin accumulates during the day","2026-05-28T04:10","","social network","provider_hcp","provider","unknown","social_post","provider_conversation","professional","noise_or_low_trust","none","no","no","theme_supported","collagen_biostimulation","0.36","0.25","78","high","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: do","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""E_Hy9mim185D0kZv47Gopy2RmTs""""""","https://search.technorati.com/news/read/article/the_associated_press-from_elite_athletes_to_everyday_professionals_how-ap/vendor/The%20Associated%20Press","Technorati","","","","From Elite Athletes to Everyday Professionals: How ALYZE Is Making World-Class Coordinated Health Care Available for the First Time","... therapy, hyperbaric oxygen therapy, and massage. A full-service medspa offers skin rejuvenation, anti-aging treatments, PRP therapy, and ...","2026-06-01T19:52","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","regenerative_biology","0.68","0.77","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""WM7kv7go4mpF8RaoSVpCgmg5KIE""""""","http://beautyandlace.net/2026/03/how-to-soften-smile-lines-nasolabial-folds-what-works/","Beauty and Lace Online Magazine","lace","","","How to Soften Smile Lines (Nasolabial Folds): What Works","from person to person. Treatments That Can Reduce Smile Lines When lifestyle and skincare alone aren’t enough, in-clinic procedures often give the most noticeable results: Dermal Fillers Injectable hyaluronic acid fillers are widely used to soften smile lines by restoring lost","2026-03-05T05:52","United States","blog","other","unknown","unknown","blog_post","personal_blog","unknown","noise_or_low_trust","none","no","no","profile_supported_needs_review","","0.40","0.31","49","low","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: rn","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""_hn-wiyRe2HI26Y0PaJscJVDXh4""""""","https://www.highcountrync.com/online_features/press_releases/revance-executives-to-present-at-imcas-world-congress-2026/article_722c2fde-39dc-5318-bfb4-0214f038418b.html","HighCountryNC.com","","","","Revance Executives to Present at IMCAS World Congress 2026","Inc.) Jeff Bedard and Conor Gallagher to share insights on aesthetic and therapeutic innovation NASHVILLE, Tenn. , Jan. 27, 2026 / ...","2026-01-27T16:05","United States","online news","company","brand","brand_announcement","press_release","corporate_pr","commercial","commercial_signal","none","yes","no","profile_supported_needs_review","","0.79","0.85","19","very_low","low","medical_aesthetics_silver_v1","Domain rule: URL press-release path | No meaningful commercial-intent signals detected | Publication is classified as a press release | No validated research indicators | Brand signal: inc. | Press release establishes announcement intent","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""Rc5XDLgV_6efI3RsyuJUdlPV9Lc""""""","https://www.modelvita.com/beauty-magazin/2026/ist-anti-aging-jetzt-out/116782","modelvita.com","","","","Ist Anti-Aging jetzt out?","... etwas Gutes. Skin Longevity denkt äußere Pflege und innere Balance zusammen. Die lavera Skin Longevity Linie ist beides: ein Pflegeritual ...","2026-05-04T01:58","Germany","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt-z7cmrlo7sTw""""""","https://www.youtube.com/watch?v=z7cmrlo7sTw","Youtube","Glow Girl Daily","","","Skin Longevity: The 2026 Big Trend 💧","#Shorts #skincare #skinlongevity #2026trends #glowup Skin longevity explained ✨ Focus on health & resilience – the future of skincare! General information only — always consult your dermatologist. Save this & comment if you're into longevity skincare 👇 #longevityskincare #","2026-03-18T06:01","","social network","provider_hcp","provider","provider_education","educational_video","provider_conversation","professional","professional_interpretation","none","no","no","theme_supported","provider_led_trust","0.73","0.80","96","very_high","medium","medical_aesthetics_silver_v1","Domain rule: youtube.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""haUbgvQelBiAbNNnCN4xy3HeG4k""""""","https://ie.pinterest.com/pin/307933693295605027/","Pinterest","Poonam Bhatnagar","poonam2566bhtngr","","Looking to improve the appearance of scars naturally? These carrier oils and resins are known for supporting skin regeneration, barrier repair, and improved texture. Learn why rosehip, tamanu, frankincense, and myrrh are trusted in clean beauty routines for scar care and skin renewal. Save this guide for natural skincare education.","These carrier oils and resins are known for supporting skin regeneration, barrier repair, and improved texture. Learn why rosehip, tamanu, frankincense, and myrrh are trusted in clean beauty routines for scar care and skin renewal. Save this guide for natural skincare education.","2026-01-30T22:15","","social network","other","unknown","unknown","social_post","unknown","unknown","noise_or_low_trust","none","no","no","theme_supported","skin_quality_over_volume","0.33","0.19","26","very_low","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: rn | No intent candidate satisfied eligibility requirements","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt-2sdufdg9J5w""""""","https://www.youtube.com/watch?v=2sdufdg9J5w","Youtube","Gallinews India","","","Ramzan Special Offers at Body Profuse Clinic","Ramzan Special Offer: 🌙 Rs. 9,999 ✧ Exosome Face Therapy Original Price: Rs. 12,999 Ramzan Special Offer: 🌙 Rs. 7,999 🌙 Facial Offers ✧ Delicate Dermis Facial Original Price: Rs. 3,499 Ramzan Special Offer: 🌙 Rs. 1,499 ✧ Glowing Goddess Facial Original Price: Rs. 3,499","2026-03-06T10:37","","social network","company","clinic","clinic_promotion","promotional_video","clinic_marketing","commercial","commercial_signal","high","yes","no","profile_supported_needs_review","","0.71","0.71","0","very_low","medium","medical_aesthetics_silver_v1","Domain rule: youtube.com | High-commercial-intent phrase: special offer | Publication type supports social or community conversation | Contains treatment or outcome discussion | Promotional language reduces authenticity | Clinic content with commercial intent","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""tiktok_7606430139806649630""""""","https://www.tiktok.com/@bond_ambitions/video/7606430139806649630?utm_campaign=tt4d_open_api&utm_source=mapi","Tiktok","bond_ambitions","bond_ambitions","","","is the HyperGlow TXA-5 Exosome Serum from @Simple Peptide. Why I love this serum is because it contains a 4 peptide exosome complex. This helps with pigmentation and provides deep hydration. TXA-5 means 5% concentration of Tranexamic Acid which helps with skin texture. It’s not","2026-02-13T14:14","","social network","patient","patient","personal_experience","testimonial_video","youtube_review","lived_experience","primary_experience","none","no","no","theme_supported","skin_quality_over_volume","0.67","0.68","75","high","medium","medical_aesthetics_silver_v1","Domain rule: tiktok.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains first-person language | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""DlG6u-yqoBE1qthXldeyxAyPqNM""""""","http://pioneersat.com/cyzx/94608.html","先锋科技","","","","IMCAS 2026: Galderma Showcases the Latest Scientific Advances Behind the Industry’s Broadest Injecta","Biostimulation: Sculptra’s innovative approach to regenerative aesthetics for the face and body backed by experts In response to patients ...","2026-01-22T07:14","China","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","collagen_biostimulation|regenerative_biology","0.68","0.78","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""iVAPQ8qL9o7SRv5KS8ozY4iB0UI""""""","https://www.centralcharts.com/en/news/5545928-rejuran-cosmetics-debuts-at-sephora-u-s-with-sold-out-la-pop-up","CentralCharts","","","","REJURAN Cosmetics Debuts at Sephora U.S. with Sold-Out LA Pop-Up","... into REJURAN Cosmetics' potential in the North American market. In partnership with Sephora, we look forward to expanding our presence both ...","2026-04-07T18:21","France","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.69","0.79","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains first-person language | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1767260207000_XABChk10OsLBbJy3im4uSQWfKuMA""""""","https://twitter.com/grok/statuses/2006660866096128000","Twitter","Grok","@grok","","","@silentRageX @Think01King Yes, the Medicube PDRN Pink Collagen Gel Mask is a real product containing salmon-derived PDRN (from salmon sperm DNA) for skin hydration and elasticity. It's part of a growing trend in K-beauty using such ingredients for anti-aging benefits.","2026-01-01T04:36","","social network","provider_hcp","provider","thought_leadership","social_reply","provider_conversation","professional","professional_interpretation","none","no","no","theme_supported","skin_quality_over_volume|collagen_biostimulation|regenerative_biology","0.67","0.69","96","very_high","medium","medical_aesthetics_silver_v1","Domain rule: twitter.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: do","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""UiBgHMpHQICOlWsih10XU8FGF8Q""""""","https://newsindiaheadline.in/icalo-institute-shaping-the-future-of-advanced-aesthetic-education-in-india-and-beyond/","News India Headline","","","","ICALO INSTITUTE – Shaping the Future of Advanced Aesthetic Education in India and Beyond","... are actively used in aesthetic clinics, making their learning highly relevant and impactful. The institute specializes in advanced ...","2026-04-27T05:58","India","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.66","0.75","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""wf_2Pkwt7HB88sKE7vHTFyvweTU""""""","https://lifestyle.passionateaboutfood.net/story/521793/carboxy-therapy-market-expected-to-grow-to-20-57-billion-by-2030/","XPR Lifestyle","","","","Carboxy Therapy Market Expected to Grow to $20.57 Billion by 2030","... been largely supported by the rising popularity of aesthetic medicine procedures, enhanced consumer awareness of minimally invasive options ...","2026-02-27T14:10","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","provider_led_trust","0.68","0.78","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""o2SoGy1FehTvDeUlZt3y3_VoeDo""""""","https://www.dailymail.co.uk/tvshowbiz/article-15547259/confronting-truth-Korea-Kpop-beauty-factory.html","Daily Mail","Jacques Peterson","","","Inside the brutal K‑pop beauty factory where extreme surgeries promise to turn 'commoners' into stars… but at a heavy price: 'I didn't want to do it'","... the West, with aesthetic specialists flocking to the country to learn all about the country's cutting-edge procedures. Registered nurse ...","2026-02-18T07:51","United Kingdom","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.72","0.74","62","moderate","medium","medical_aesthetics_silver_v1","Domain rule: dailymail.co.uk | No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""KlYcTdaINfRc9nzHkfU6sXfcRLs""""""","https://ie.pinterest.com/pin/329959110221673269/","Pinterest","Оля Васильчук","kydrywka11","","✨Proof that skin goals aren’t one-size-fits-all.✨ This glowy transformation is the result of a customized combo approach: 🔹 Morpheus8 for skin tightening and collagen stimulation 🔹 PRF for undereye rejuvenation and long-term volume support 🔹 Subtle filler for balance, structure, and softness No filters—just a carefully curated plan and one month of healing between visits. Her skin is visibly tighter, brighter, and smoother… and we’re obsessed. 😍 Because true results come from working wi...","-size-fits-all.✨ This glowy transformation is the result of a customized combo approach: 🔹 Morpheus8 for skin tightening and collagen stimulation 🔹 PRF for undereye rejuvenation and long-term volume support 🔹 Subtle filler for balance, structure, and softness No filters—just a","2026-01-07T09:45","","social network","other","unknown","unknown","social_post","unknown","unknown","noise_or_low_trust","none","no","no","theme_supported","collagen_biostimulation|regenerative_biology","0.36","0.24","26","very_low","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: rn","","","","","","","","","","unreviewed_machine_prelabel",""
